"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2008","Justin Morneau","Twins","712","10.7 %","11.9 %","0.89",".300",".374",".499",".873",".199","2.6",".312","-1.8","-0.9","111","25.0",".371","128","1737"
"2002","Miguel Tejada","Athletics","715","5.3 %","11.7 %","0.45",".308",".354",".508",".861",".199","3.5",".310","2.6","0.5","112","26.5",".371","129","941"
"2002","Edgardo Alfonzo","Mets","562","11.0 %","9.8 %","1.13",".308",".391",".459",".851",".151","3.5",".320","0.0","1.2","88","20.8",".371","129","859"
"2012","Paul Konerko","White Sox","598","9.4 %","13.9 %","0.67",".298",".371",".486",".857",".188","0.8",".312","-5.4","-0.8","95","26.8",".371","131","242"
"2008","Jim Thome","White Sox","602","15.1 %","24.4 %","0.62",".245",".362",".503",".865",".258","2.2",".273","-3.0","-0.2","94","21.0",".371","122","409"
"2004","Lyle Overbay","Brewers","668","12.1 %","19.2 %","0.63",".301",".385",".478",".863",".178","2.3",".358","-0.4","-0.2","106","22.9",".371","123","1617"
"2004","Mike Lowell","Marlins","671","9.5 %","11.5 %","0.83",".293",".365",".505",".870",".212","3.1",".298","-4.0","0.4","106","22.9",".370","127","527"
"2008","Evan Longoria","Rays","508","9.1 %","24.0 %","0.38",".272",".343",".531",".874",".259","4.7",".309","1.2","1.1","79","17.6",".370","128","9368"
"2003","Jay Payton","Rockies","658","6.5 %","11.7 %","0.56",".302",".354",".512",".865",".210","4.2",".307","0.2","-0.6","104","23.3",".370","109","890"
"2003","Brad Wilkerson","Expos","602","14.8 %","25.7 %","0.57",".268",".380",".464",".844",".196","4.7",".348","2.4","-1.8","95","21.3",".370","120","804"
"2000","Luis Castillo","Marlins","626","12.5 %","13.7 %","0.91",".334",".418",".388",".806",".054","6.5",".395"," ","2.4","98","15.9",".370","119","513"
"2006","Victor Martinez","Indians","652","10.9 %","12.0 %","0.91",".316",".391",".465",".856",".149","1.3",".341","-6.6","-0.3","103","21.3",".370","123","393"
"2002","Scott Rolen","- - -","667","10.8 %","15.3 %","0.71",".266",".357",".503",".860",".238","5.1",".273","-2.4","-0.1","104","24.2",".370","127","970"
"2010","Chase Utley","Phillies","511","12.3 %","12.3 %","1.00",".275",".387",".445",".832",".169","5.2",".288","2.4","1.3","79","19.8",".370","128","1679"
"2006","Gary Matthews Jr.","Rangers","690","8.4 %","14.3 %","0.59",".313",".371",".495",".866",".182","4.9",".343","-0.1","-1.3","109","22.4",".369","118","153"
"2004","Jeff Kent","Astros","606","8.1 %","15.8 %","0.51",".289",".348",".531",".880",".243","6.0",".301","-1.1","0.0","95","20.1",".369","121","1119"
"2003","Steve Finley","Diamondbacks","582","9.8 %","16.2 %","0.61",".287",".363",".500",".863",".213","6.3",".313","3.8","-0.5","92","20.3",".369","117","54"
"2006","Nick Swisher","Athletics","672","14.4 %","22.6 %","0.64",".254",".372",".493",".864",".239","2.8",".283","2.0","-0.9","106","21.7",".369","124","4599"
"2011","Michael Young","Rangers","689","6.8 %","11.3 %","0.60",".338",".380",".474",".854",".136","4.5",".367","4.5","-0.3","106","29.1",".369","126","1286"
"2008","Adrian Gonzalez","Padres","700","10.6 %","20.3 %","0.52",".279",".361",".510",".871",".231","1.8",".308","-2.2","-0.4","108","23.7",".369","131","1908"
"2010","Mark Teixeira","Yankees","712","13.1 %","17.1 %","0.76",".256",".365",".481",".846",".225","2.0",".268","-1.5","-1.0","109","27.5",".369","128","1281"
"2010","Scott Rolen","Reds","537","9.3 %","15.3 %","0.61",".285",".358",".497",".854",".212","2.9",".302","-1.4","-1.0","82","20.7",".369","126","970"
"2002","Paul Konerko","White Sox","630","7.0 %","11.4 %","0.61",".304",".359",".498",".857",".195","1.3",".305","-5.4","0.0","98","22.6",".369","124","242"
"2009","Billy Butler","Royals","672","8.6 %","15.3 %","0.56",".301",".362",".492",".853",".191","2.0",".332","-5.2","-0.2","103","22.5",".369","122","7399"
"2010","Hanley Ramirez","Marlins","619","10.3 %","15.0 %","0.69",".300",".378",".475",".853",".175","5.6",".327","2.7","1.8","95","23.9",".369","127","8001"
"2007","Carlos Beltran","Mets","636","10.8 %","17.5 %","0.62",".276",".353",".525",".878",".249","5.8",".286","4.4","3.3","99","20.4",".369","122","589"
"2011","Josh Hamilton","Rangers","538","7.2 %","17.3 %","0.42",".298",".346",".536",".882",".238","5.8",".317","2.2","0.8","83","22.7",".369","126","1875"
"2008","Bobby Abreu","Yankees","684","10.7 %","15.9 %","0.67",".296",".371",".471",".843",".176","5.4",".333","-0.4","-0.8","105","23.1",".369","125","945"
"2003","Doug Mientkiewicz","Twins","574","12.9 %","9.6 %","1.35",".300",".393",".450",".843",".150","3.1",".316","-0.3","0.3","90","19.9",".369","125","741"
"2005","Jason Varitek","Red Sox","539","11.5 %","21.7 %","0.53",".281",".366",".489",".856",".209","2.9",".329","-4.8","0.2","84","19.3",".369","124","217"
"2009","Michael Cuddyer","Twins","650","8.3 %","18.2 %","0.46",".276",".342",".520",".862",".245","5.4",".295","2.9","0.4","100","21.6",".369","124","1534"
"2005","Derek Jeter","Yankees","752","10.2 %","15.6 %","0.66",".309",".389",".450",".839",".141","5.3",".351","1.5","0.4","117","26.8",".369","128","826"
"2007","Hideki Matsui","Yankees","634","11.5 %","11.5 %","1.00",".285",".367",".488",".855",".203","4.3",".285","4.7","-0.6","99","20.1",".369","124","1659"
"2003","Nomar Garciaparra","Red Sox","719","5.4 %","8.5 %","0.64",".301",".345",".524",".870",".223","7.5",".294","2.6","1.5","113","24.8",".369","123","190"
"2001","Jose Vidro","Expos","531","5.8 %","9.2 %","0.63",".319",".371",".486",".856",".167","4.0",".330"," ","0.3","85","18.7",".369","118","802"
"2005","Hideki Matsui","Yankees","704","8.9 %","11.1 %","0.81",".305",".367",".496",".863",".191","3.2",".315","1.1","-0.7","109","25.0",".369","128","1659"
"2008","Johnny Damon","Yankees","623","10.3 %","13.2 %","0.78",".303",".375",".461",".836",".159","6.4",".330","-0.9","1.9","96","20.9",".369","125","185"
"2011","Victor Martinez","Tigers","595","7.7 %","8.6 %","0.90",".330",".380",".470",".850",".141","2.0",".343","-4.6","-0.4","92","24.9",".369","131","393"
"2010","Colby Rasmus","Cardinals","534","11.8 %","27.7 %","0.43",".276",".361",".498",".859",".222","5.1",".354","7.3","-1.2","82","20.4",".369","130","9893"
"2003","Corey Koskie","Twins","562","13.7 %","20.1 %","0.68",".292",".393",".452",".845",".160","4.5",".350","2.5","-0.1","88","19.2",".369","124","738"
"2012","David Murphy","Rangers","521","10.4 %","14.2 %","0.73",".304",".380",".479",".859",".175","4.5",".333","2.0","-0.6","82","22.4",".369","127","6035"
"2003","Rafael Palmeiro","Rangers","654","12.8 %","11.8 %","1.09",".260",".359",".508",".867",".248","3.0",".240","-4.2","0.3","103","22.3",".369","119","1266"
"2010","Carl Crawford","Rays","663","6.9 %","15.7 %","0.44",".307",".356",".495",".851",".188","8.5",".342","6.1","4.9","101","25.2",".369","134","1201"
"2007","Russell Martin","Dodgers","620","10.8 %","14.4 %","0.75",".293",".374",".469",".843",".176","5.2",".317","1.0","-0.3","96","19.5",".369","122","4616"
"2006","Nomar Garciaparra","Dodgers","523","8.0 %","5.7 %","1.40",".303",".367",".505",".872",".203","4.1",".288","-4.0","0.4","82","16.6",".369","122","190"
"2007","Ken Griffey Jr.","Reds","623","13.6 %","15.9 %","0.86",".277",".372",".496",".869",".220","3.3",".284","-5.6","0.2","97","19.5",".368","116","327"
"2007","Gary Sheffield","Tigers","593","14.2 %","12.0 %","1.18",".265",".378",".462",".839",".196","5.7",".262","1.2","1.7","92","18.6",".368","123","114"
"2005","Randy Winn","- - -","683","7.0 %","13.3 %","0.53",".306",".360",".499",".859",".193","5.2",".332","4.7","-1.0","106","24.1",".368","127","1235"
"2000","Mo Vaughn","Angels","712","11.1 %","25.4 %","0.44",".272",".365",".498",".864",".226","2.1",".326"," ","0.5","111","17.2",".368","114","899"
"2007","Garrett Atkins","Rockies","684","9.8 %","14.0 %","0.70",".301",".367",".486",".853",".185","2.4",".318","-0.8","-0.4","106","21.4",".368","112","1790"
"2008","Alfonso Soriano","Cubs","503","8.5 %","20.5 %","0.42",".280",".344",".532",".876",".252","4.9",".302","-2.9","2.2","77","16.6",".368","117","847"
"2010","Ryan Howard","Phillies","620","9.5 %","25.3 %","0.38",".276",".353",".505",".859",".229","3.7",".332","-6.3","-0.7","95","23.4",".368","127","2154"
"2006","Michael Cuddyer","Twins","635","9.8 %","20.5 %","0.48",".284",".362",".504",".867",".221","5.5",".328","-0.9","1.0","100","19.9",".368","123","1534"
"2003","Jeff Kent","Astros","552","7.1 %","15.4 %","0.46",".297",".351",".509",".860",".212","3.9",".319","0.1","0.3","86","18.7",".368","120","1119"
"2004","Phil Nevin","Padres","623","10.6 %","19.4 %","0.55",".289",".368",".492",".859",".203","1.7",".326","-1.8","-0.1","97","20.1",".368","129","1049"
"2009","Russell Branyan","Mariners","505","11.5 %","29.5 %","0.39",".251",".347",".520",".867",".269","3.0",".300","-2.0","0.1","77","16.5",".368","126","370"
"2011","Shane Victorino","Phillies","586","9.4 %","10.8 %","0.87",".279",".355",".491",".847",".212","7.8",".292","4.2","2.1","90","24.1",".368","133","1677"
"2010","Andre Ethier","Dodgers","585","10.1 %","17.4 %","0.58",".292",".364",".493",".857",".201","2.5",".322","1.0","-0.4","89","21.9",".368","132","6265"
"2010","Rickie Weeks","Brewers","754","10.1 %","24.4 %","0.41",".269",".366",".464",".830",".195","5.1",".332","4.4","-0.1","115","28.1",".368","127","1849"
"2012","Yoenis Cespedes","Athletics","540","8.0 %","18.9 %","0.42",".292",".356",".505",".861",".214","5.9",".326","0.4","1.0","84","22.8",".368","136","13110"
"2008","Ryan Howard","Phillies","700","11.6 %","28.4 %","0.41",".251",".339",".543",".881",".292","3.4",".285","-1.2","-0.6","107","22.7",".368","120","2154"
"2001","Mark Grace","Diamondbacks","553","12.1 %","6.5 %","1.86",".298",".386",".466",".852",".168","2.6",".295"," ","0.2","87","18.8",".367","118","56"
"2001","Doug Mientkiewicz","Twins","626","10.7 %","14.7 %","0.73",".306",".387",".464",".851",".158","2.2",".341"," ","-2.2","99","21.2",".367","123","741"
"2009","Ichiro Suzuki","Mariners","678","4.7 %","10.5 %","0.45",".352",".386",".465",".851",".113","5.2",".384","3.7","0.9","103","21.6",".367","125","1101"
"2000","Paul Konerko","White Sox","586","8.0 %","12.3 %","0.65",".298",".363",".481",".844",".183","2.8",".310"," ","0.3","90","13.5",".367","112","242"
"2011","Evan Longoria","Rays","574","13.9 %","16.2 %","0.86",".244",".355",".495",".850",".251","2.8",".239","0.6","-0.7","88","23.1",".367","136","9368"
"2006","Troy Glaus","Blue Jays","634","13.6 %","21.1 %","0.64",".252",".355",".513",".868",".261","2.8",".263","5.3","-0.5","99","19.2",".367","119","15"
"2004","Derrek Lee","Cubs","688","9.9 %","18.6 %","0.53",".278",".356",".504",".860",".226","3.6",".302","-0.4","0.1","107","21.3",".367","119","525"
"2005","Miguel Tejada","Orioles","704","5.7 %","11.8 %","0.48",".304",".349",".515",".865",".211","4.2",".316","0.1","0.4","108","23.8",".367","126","941"
"2005","Victor Martinez","Indians","622","10.1 %","12.5 %","0.81",".305",".378",".475",".853",".170","1.2",".322","-2.7","-0.7","96","21.0",".367","128","393"
"2007","Ryan Garko","Indians","541","6.3 %","17.4 %","0.36",".289",".359",".483",".842",".194","1.9",".320","-7.9","-0.9","83","16.1",".367","124","6319"
"2007","Casey Kotchman","Angels","508","10.4 %","8.5 %","1.23",".296",".372",".467",".840",".172","3.0",".305","-4.5","-1.8","78","15.1",".367","123","1930"
"2002","Fred McGriff","Cubs","595","10.6 %","16.6 %","0.64",".273",".353",".505",".858",".231","1.9",".283","-1.0","-0.7","91","19.8",".366","125","293"
"2007","Alex Rios","Blue Jays","711","7.7 %","14.5 %","0.53",".297",".354",".498",".852",".201","6.4",".319","3.7","1.1","109","20.9",".366","122","2090"
"2005","Cliff Floyd","Mets","626","10.1 %","15.7 %","0.64",".273",".358",".505",".863",".233","4.5",".276","-0.7","1.3","96","20.8",".366","124","518"
"2010","David Wright","Mets","670","10.3 %","24.0 %","0.43",".283",".354",".503",".856",".220","4.6",".335","-0.7","-1.1","101","24.1",".366","129","3787"
"2004","Craig Wilson","Pirates","644","7.8 %","26.2 %","0.30",".264",".354",".499",".853",".235","4.5",".325","0.6","-0.6","99","19.5",".366","120","1015"
"2009","David Wright","Mets","618","12.0 %","22.7 %","0.53",".307",".390",".447",".837",".140","5.6",".394","0.3","1.2","93","19.0",".366","125","3787"
"2011","Kevin Youkilis","Red Sox","517","13.2 %","19.3 %","0.68",".258",".373",".459",".833",".202","4.0",".296","0.7","0.1","78","20.4",".366","126","1935"
"2007","Nick Markakis","Orioles","710","8.6 %","15.8 %","0.54",".300",".362",".485",".848",".185","5.0",".331","1.1","0.4","108","20.6",".366","121","5930"
"2008","Carlos Delgado","Mets","686","10.5 %","18.1 %","0.58",".271",".353",".518",".871",".247","2.1",".279","-1.4","-0.6","104","21.1",".366","123","1297"
"2002","Torii Hunter","Twins","604","5.8 %","19.5 %","0.30",".289",".334",".524",".859",".235","6.0",".319","2.9","1.2","92","19.8",".366","122","731"
"2004","Jeff Bagwell","Astros","679","14.1 %","19.3 %","0.73",".266",".377",".465",".842",".199","3.7",".300","3.0","-0.7","105","20.3",".365","118","547"
"2012","David Freese","Cardinals","567","10.1 %","21.5 %","0.47",".293",".372",".467",".839",".174","2.6",".352","-4.8","-1.3","88","23.0",".365","132","9549"
"2007","Chone Figgins","Angels","503","10.1 %","16.1 %","0.63",".330",".393",".432",".825",".102","7.6",".391","7.7","2.5","77","14.5",".365","122","1580"
"2012","Ben Zobrist","Rays","668","14.5 %","15.4 %","0.94",".270",".377",".471",".848",".202","5.3",".296","-1.6","-1.6","103","27.0",".365","137","7435"
"2010","Jay Bruce","Reds","573","10.1 %","23.7 %","0.43",".281",".353",".493",".846",".212","4.5",".334","1.1","-1.1","86","20.3",".365","124","9892"
"2003","Alfonso Soriano","Yankees","734","5.2 %","17.7 %","0.29",".290",".338",".525",".863",".235","6.6",".310","1.5","3.5","113","23.1",".365","124","847"
"2002","Eric Hinske","Blue Jays","650","11.8 %","21.2 %","0.56",".279",".365",".481",".845",".201","5.1",".328","0.9","2.1","99","21.0",".365","120","1305"
"2000","Ben Grieve","Athletics","675","10.8 %","19.3 %","0.56",".279",".359",".487",".845",".207","2.9",".314"," ","0.7","103","14.3",".365","115","1209"
"2001","Craig Biggio","Astros","717","9.2 %","13.9 %","0.66",".292",".382",".455",".838",".164","4.7",".318"," ","-0.4","112","22.9",".365","116","549"
"2005","Placido Polanco","- - -","551","6.0 %","4.5 %","1.32",".331",".383",".447",".830",".116","3.9",".333","2.3","-0.7","84","17.8",".365","124","1176"
"2004","Brian Giles","Padres","711","12.5 %","11.3 %","1.11",".284",".374",".475",".849",".190","5.2",".291","5.4","0.5","109","20.8",".365","127","990"
"2010","Alex Rodriguez","Yankees","595","9.9 %","16.5 %","0.60",".270",".341",".506",".847",".236","3.0",".274","-0.2","-0.8","89","20.8",".365","125","1274"
"2006","Adrian Gonzalez","Padres","631","8.2 %","17.9 %","0.46",".304",".362",".500",".862",".196","2.0",".340","-2.2","-0.7","97","17.9",".365","126","1908"
"2003","Eric Chavez","Athletics","654","9.5 %","13.6 %","0.70",".282",".350",".514",".864",".231","4.9",".290","1.2","0.2","100","20.2",".365","123","906"
"2006","Freddy Sanchez","Pirates","632","4.9 %","8.2 %","0.60",".344",".378",".473",".851",".129","3.2",".364","1.3","-0.5","97","17.9",".365","120","1624"
"2005","Mike Sweeney","Royals","514","6.4 %","11.9 %","0.54",".300",".347",".517",".864",".217","2.8",".305","-2.5","0.4","78","16.5",".365","122","634"
"2007","Kelly Johnson","Braves","608","13.0 %","19.2 %","0.68",".276",".375",".457",".831",".180","6.0",".328","2.8","-0.9","92","17.0",".364","118","2234"
"2008","Nate McLouth","Pirates","685","9.5 %","13.6 %","0.70",".276",".356",".497",".853",".221","6.6",".287","2.8","2.9","103","20.4",".364","120","3190"
"2001","Eric Chavez","Athletics","604","6.8 %","16.4 %","0.41",".288",".338",".540",".878",".252","3.8",".297"," ","0.7","94","19.0",".364","125","906"
"2004","Aubrey Huff","Devil Rays","667","8.4 %","11.1 %","0.76",".297",".360",".493",".853",".197","3.7",".297","0.9","0.4","102","19.3",".364","120","1213"
"2003","Tim Salmon","Angels","621","12.4 %","15.0 %","0.83",".275",".374",".464",".838",".189","3.7",".299","-2.1","0.1","95","19.0",".364","124","32"
"2010","Victor Martinez","Red Sox","538","7.4 %","9.7 %","0.77",".302",".351",".493",".844",".191","2.3",".303","-2.2","-0.2","80","18.6",".364","122","393"
"2004","Ray Durham","Giants","542","10.5 %","11.1 %","0.95",".282",".364",".484",".848",".202","6.7",".291","3.9","0.1","83","15.6",".364","119","230"
"2002","Jacque Jones","Twins","626","5.9 %","20.6 %","0.29",".300",".341",".511",".852",".211","3.8",".342","3.4","-1.8","95","19.8",".364","121","735"
"2006","Josh Willingham","Marlins","573","9.4 %","19.0 %","0.50",".277",".356",".496",".852",".219","2.7",".303","-2.7","0.2","88","15.9",".364","120","2103"
"2007","Troy Tulowitzki","Rockies","682","8.4 %","19.1 %","0.44",".291",".359",".479",".838",".189","4.7",".335","2.6","-1.8","103","18.8",".364","109","3531"
"2000","Richie Sexson","- - -","607","9.7 %","26.2 %","0.37",".272",".349",".499",".848",".227","3.2",".330"," ","0.5","92","12.4",".364","110","709"
"2007","Carlos Guillen","Tigers","630","8.7 %","14.8 %","0.59",".296",".357",".502",".859",".206","5.8",".319","4.3","-1.3","95","17.4",".364","120","1079"
"2011","Ian Kinsler","Rangers","723","12.3 %","9.8 %","1.25",".255",".355",".477",".832",".223","6.5",".243","5.8","3.8","109","27.4",".364","122","6195"
"2000","John Olerud","Mariners","683","14.9 %","14.1 %","1.06",".285",".392",".439",".831",".154","1.5",".316"," ","-0.8","103","13.8",".364","115","1093"
"2007","Dustin Pedroia","Red Sox","581","8.1 %","7.2 %","1.12",".317",".380",".442",".823",".125","4.2",".333","-1.3","0.4","88","15.9",".364","117","8370"
"2008","Brian Roberts","Orioles","704","11.6 %","14.8 %","0.79",".296",".378",".450",".828",".154","7.3",".341","2.7","3.3","105","20.5",".364","119","166"
"2002","Eric Chavez","Athletics","653","10.0 %","18.2 %","0.55",".275",".348",".513",".860",".238","4.1",".293","0.0","0.3","99","20.3",".364","124","906"
"2002","Garret Anderson","Angels","678","4.4 %","11.8 %","0.38",".306",".332",".539",".871",".234","3.8",".308","1.8","-0.5","103","21.1",".364","123","2"
"2002","Carlos Beltran","Royals","722","9.8 %","18.7 %","0.53",".273",".346",".501",".847",".228","7.2",".302","2.2","4.0","109","22.4",".364","117","589"
"2012","Miguel Montero","Diamondbacks","573","12.7 %","22.7 %","0.56",".286",".391",".438",".829",".152","2.1",".362","-4.7","-0.8","88","22.3",".364","123","3364"
"2010","Vladimir Guerrero","Rangers","643","5.4 %","9.3 %","0.58",".300",".345",".496",".841",".196","2.5",".292","-6.8","-1.7","96","21.9",".364","119","778"
"2010","Vernon Wells","Blue Jays","646","7.7 %","13.0 %","0.60",".273",".331",".515",".847",".242","3.7",".272","0.8","-0.8","96","21.9",".363","126","1326"
"2003","Jason Varitek","Red Sox","521","9.8 %","20.3 %","0.48",".273",".351",".512",".863",".239","2.7",".300","-2.2","-0.3","79","15.5",".363","120","217"
"2006","Adam Dunn","Reds","683","16.4 %","28.4 %","0.58",".234",".365",".490",".855",".257","3.4",".276","-2.1","1.1","104","18.6",".363","115","319"
"2003","Jason Kendall","Pirates","666","7.4 %","6.0 %","1.23",".325",".399",".416",".815",".090","3.7",".340","0.4","-1.5","101","19.8",".363","119","993"
"2007","Josh Willingham","Marlins","604","10.9 %","20.2 %","0.54",".265",".364",".463",".827",".198","5.0",".309","-0.2","0.6","91","16.3",".363","116","2103"
"2012","Paul Goldschmidt","Diamondbacks","587","10.2 %","22.1 %","0.46",".286",".359",".490",".850",".204","5.1",".340","1.4","1.8","90","22.7",".363","123","9218"
"2009","Nelson Cruz","Rangers","515","9.5 %","22.9 %","0.42",".260",".332",".524",".856",".264","5.2",".278","-0.5","2.0","76","14.6",".363","114","2434"
"2002","Carlos Lee","White Sox","576","13.0 %","12.7 %","1.03",".264",".359",".484",".843",".220","2.7",".260","0.3","-1.5","87","17.6",".363","120","243"
"2006","Scott Hatteberg","Reds","539","13.7 %","7.6 %","1.80",".289",".389",".436",".826",".147","1.8",".293","-0.5","-0.7","82","14.5",".363","114","916"
"2002","Brad Wilkerson","Expos","603","13.4 %","26.7 %","0.50",".266",".370",".469",".840",".203","5.5",".348","0.8","-2.0","91","18.4",".363","118","804"
"2012","Nick Swisher","Yankees","624","12.3 %","22.6 %","0.55",".272",".364",".473",".837",".201","1.7",".324","0.6","-1.5","95","24.0",".363","128","4599"
"2009","Paul Konerko","White Sox","621","9.3 %","14.3 %","0.65",".277",".353",".489",".842",".212","2.3",".282","-5.2","-0.2","92","17.5",".363","115","242"
"2009","Bobby Abreu","Angels","667","14.1 %","16.9 %","0.83",".293",".390",".435",".825",".142","5.6",".338","1.4","2.1","99","18.8",".363","120","945"
"2003","Ivan Rodriguez","Marlins","578","9.5 %","15.9 %","0.60",".297",".369",".474",".843",".176","4.8",".333","0.4","-0.7","88","16.9",".363","123","1275"
"2004","Hank Blalock","Rangers","713","10.5 %","20.9 %","0.50",".276",".355",".500",".855",".224","3.4",".310","1.2","-0.6","108","19.6",".363","112","1419"
"2008","Conor Jackson","Diamondbacks","612","9.6 %","10.0 %","0.97",".300",".376",".446",".823",".146","5.5",".319","1.7","0.7","91","17.3",".363","113","5997"
"2007","Nick Swisher","Athletics","659","15.2 %","19.9 %","0.76",".262",".381",".455",".836",".193","2.7",".301","4.4","-0.8","99","17.3",".362","122","4599"
"2004","Jose Guillen","Angels","621","6.0 %","14.8 %","0.40",".294",".352",".497",".849",".204","3.9",".310","1.0","-0.9","94","17.0",".362","122","57"
"2012","Ian Desmond","Nationals","547","5.5 %","20.7 %","0.27",".292",".335",".511",".845",".218","5.3",".332","0.2","1.3","83","20.8",".362","128","6885"
"2001","Paul Konerko","White Sox","650","8.3 %","13.7 %","0.61",".282",".349",".507",".856",".225","2.2",".283"," ","0.2","100","19.3",".362","121","242"
"2003","Andruw Jones","Braves","659","8.0 %","19.0 %","0.42",".277",".338",".513",".851",".235","3.6",".293","-0.8","-0.6","100","19.0",".362","118","96"
"2006","Raul Ibanez","Mariners","699","9.3 %","16.5 %","0.57",".289",".353",".516",".869",".227","3.3",".305","2.2","-1.6","106","18.3",".362","121","607"
"2002","Ray Durham","- - -","659","11.1 %","14.1 %","0.78",".289",".374",".450",".825",".161","7.0",".321","6.3","2.2","99","19.8",".362","121","230"
"2001","Shannon Stewart","Blue Jays","698","6.6 %","10.3 %","0.64",".316",".371",".463",".834",".147","6.3",".341"," ","1.0","107","20.6",".362","119","1322"
"2000","Mark Grace","Cubs","621","15.3 %","4.5 %","3.39",".280",".394",".429",".824",".149","1.8",".276"," ","-0.6","93","11.6",".362","112","56"
"2007","Ichiro Suzuki","Mariners","736","6.7 %","10.5 %","0.64",".351",".396",".431",".827",".080","6.5",".389","5.1","3.2","110","19.1",".362","122","1101"
"2004","Vinny Castilla","Rockies","648","7.9 %","17.4 %","0.45",".271",".332",".535",".867",".264","2.6",".278","1.6","-0.1","98","17.4",".362","105","84"
"2007","Travis Hafner","Indians","661","15.4 %","17.4 %","0.89",".266",".385",".451",".837",".185","2.3",".294","-2.2","-0.8","99","17.1",".362","121","1573"
"2000","Adrian Beltre","Dodgers","575","9.7 %","13.9 %","0.70",".290",".360",".475",".835",".184","4.2",".309"," ","0.2","86","10.6",".362","116","639"
"2004","Lew Ford","Twins","658","10.2 %","11.4 %","0.89",".299",".381",".446",".827",".148","5.9",".319","-0.4","3.0","99","17.6",".362","118","1724"
"2007","Robinson Cano","Yankees","669","5.8 %","12.7 %","0.46",".306",".353",".488",".841",".182","4.4",".329","1.9","-1.9","100","17.2",".362","119","3269"
"2000","Shawn Green","Dodgers","714","12.6 %","16.9 %","0.74",".269",".367",".472",".839",".203","5.8",".297"," ","2.6","107","13.1",".362","116","651"
"2006","Johnny Damon","Yankees","671","10.0 %","12.7 %","0.79",".285",".359",".482",".841",".197","6.2",".297","6.1","0.4","102","17.3",".362","117","185"
"2009","Matt Kemp","Dodgers","667","7.8 %","20.8 %","0.37",".297",".352",".490",".842",".193","7.0",".345","1.3","3.0","98","18.2",".362","123","5631"
"2010","Brian McCann","Braves","566","13.1 %","17.3 %","0.76",".269",".375",".453",".828",".184","2.4",".297","-4.6","-0.3","83","18.4",".362","123","4810"
"2002","Jorge Posada","Yankees","598","13.5 %","23.9 %","0.57",".268",".370",".468",".837",".200","2.5",".333","-3.2","0.2","89","17.6",".362","123","841"
"2002","Frank Thomas","White Sox","628","14.0 %","18.3 %","0.77",".252",".361",".472",".834",".220","2.9",".267","-6.4","0.6","94","18.5",".362","119","255"
"2012","Alex Rios","White Sox","640","4.1 %","14.4 %","0.28",".304",".334",".516",".850",".212","6.9",".323","4.0","1.6","97","23.8",".361","125","2090"
"2004","Casey Blake","Indians","668","10.2 %","20.8 %","0.49",".271",".354",".486",".839",".215","3.4",".310","1.6","-2.6","100","17.6",".361","120","719"
"2000","Eric Chavez","Athletics","569","10.9 %","16.5 %","0.66",".277",".355",".495",".850",".218","3.7",".293"," ","-0.5","85","10.1",".361","112","906"
"2007","Adrian Gonzalez","Padres","720","9.0 %","19.4 %","0.46",".282",".347",".502",".849",".220","2.6",".315","-1.8","-0.5","107","18.1",".361","123","1908"
"2011","Mark Teixeira","Yankees","684","11.1 %","16.1 %","0.69",".248",".341",".494",".835",".246","2.9",".239","-1.5","-0.2","101","24.4",".361","125","1281"
"2003","Mike Lieberthal","Phillies","561","6.8 %","10.5 %","0.64",".313",".373",".453",".825",".140","1.6",".333","-3.5","-0.1","84","15.6",".361","119","959"
"2012","Adam LaRoche","Nationals","647","10.4 %","21.3 %","0.49",".271",".343",".510",".853",".238","1.9",".298","-3.3","-0.9","98","23.8",".361","127","1904"
"2012","Adam Jones","Orioles","697","4.9 %","18.1 %","0.27",".287",".334",".505",".839",".218","5.3",".313","1.6","-0.3","105","25.6",".361","126","6368"
"2005","Jermaine Dye","White Sox","579","6.7 %","17.1 %","0.39",".274",".333",".512",".846",".238","4.3",".284","-0.4","0.3","86","16.7",".361","119","911"
"2001","Corey Koskie","Twins","649","10.5 %","18.2 %","0.58",".276",".362",".488",".850",".212","5.8",".304"," ","2.8","99","18.3",".361","118","738"
"2003","Scott Podsednik","Brewers","628","8.9 %","14.5 %","0.62",".314",".379",".443",".822",".129","7.7",".361","3.2","4.2","94","17.2",".361","117","1095"
"2002","Jose Hernandez","Brewers","582","8.9 %","32.3 %","0.28",".288",".356",".478",".834",".190","2.9",".404","-0.5","-1.5","86","16.6",".360","118","688"
"2011","Nick Swisher","Yankees","635","15.0 %","19.7 %","0.76",".260",".374",".449",".822",".188","1.9",".295","-4.4","-1.0","94","22.3",".360","124","4599"
"2001","Ichiro Suzuki","Mariners","738","4.1 %","7.2 %","0.57",".350",".381",".457",".838",".107","7.5",".369"," ","5.1","112","20.6",".360","124","1101"
"2004","Chipper Jones","Braves","567","14.8 %","16.9 %","0.88",".248",".362",".485",".847",".237","2.5",".246","-0.6","0.3","85","14.4",".360","116","97"
"2005","Felipe Lopez","Reds","648","8.8 %","17.1 %","0.51",".291",".352",".486",".838",".195","5.5",".322","3.7","-0.2","96","18.3",".360","116","1311"
