"Season","Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wSB","wRC","wRAA","wOBA","wRC+","playerid"
"2008","Hanley Ramirez","Marlins","693","13.3 %","17.6 %","0.75",".301",".400",".540",".940",".239","6.3",".329","1.5","1.4","126","42.7",".403","144","8001"
"2012","Andrew McCutchen","Pirates","673","10.4 %","19.6 %","0.53",".327",".400",".553",".953",".226","5.5",".375","4.8","-1.6","124","47.5",".403","158","9847"
"2000","Bernie Williams","Yankees","616","11.5 %","13.6 %","0.85",".307",".391",".566",".957",".259","5.9",".317"," ","0.4","114","33.3",".403","139","857"
"2003","Jason Giambi","Yankees","690","18.7 %","20.3 %","0.92",".250",".412",".527",".939",".277","1.9",".259","-1.0","-0.2","128","43.1",".402","149","818"
"2009","Mark Teixeira","Yankees","707","11.5 %","16.1 %","0.71",".292",".383",".565",".948",".273","3.3",".302","-0.9","-0.1","128","42.9",".402","142","1281"
"2002","Rafael Palmeiro","Rangers","663","15.7 %","14.2 %","1.11",".273",".391",".571",".962",".299","2.2",".255","-2.6","0.4","121","41.8",".402","142","1266"
"2001","Shawn Green","Dodgers","701","10.3 %","15.3 %","0.67",".297",".372",".598",".970",".300","5.8",".288"," ","2.2","131","44.4",".402","149","651"
"2003","Richard Hidalgo","Astros","585","9.9 %","17.8 %","0.56",".309",".385",".572",".957",".263","4.5",".339","-0.7","-1.3","108","36.4",".402","142","561"
"2009","Miguel Cabrera","Tigers","685","9.9 %","15.6 %","0.64",".324",".396",".547",".942",".223","2.7",".348","-1.5","-0.1","124","41.5",".402","143","1744"
"2000","Carl Everett","Red Sox","561","9.3 %","20.1 %","0.46",".300",".373",".587",".959",".286","5.1",".325"," ","0.4","103","29.8",".402","135","1249"
"2004","Adam Dunn","Reds","681","15.9 %","28.6 %","0.55",".266",".388",".569",".956",".303","3.0",".321","0.0","0.6","126","41.1",".402","142","319"
"2009","Alex Rodriguez","Yankees","535","15.0 %","18.1 %","0.82",".286",".402",".532",".933",".245","4.5",".303","-1.0","1.5","96","32.1",".401","142","1274"
"2003","Bill Mueller","Red Sox","600","9.8 %","12.8 %","0.77",".326",".398",".540",".938",".214","3.5",".350","-2.6","-1.6","110","36.9",".401","145","295"
"2003","Jim Thome","Phillies","698","15.9 %","26.1 %","0.61",".266",".385",".573",".958",".306","2.9",".302","-5.4","-1.4","129","42.9",".401","145","409"
"2007","Todd Helton","Rockies","682","17.0 %","10.9 %","1.57",".320",".434",".494",".928",".174","1.9",".340","-5.0","-1.1","124","40.1",".401","133","432"
"2002","Carlos Delgado","Blue Jays","628","16.2 %","20.1 %","0.81",".277",".406",".549",".955",".271","3.0",".302","-5.6","0.2","114","38.9",".401","144","1297"
"2002","Bobby Abreu","Phillies","685","15.2 %","17.1 %","0.89",".308",".413",".521",".934",".213","6.1",".354","-0.2","1.1","125","42.4",".401","148","945"
"2003","David Ortiz","Red Sox","509","11.4 %","16.3 %","0.70",".288",".369",".592",".961",".304","2.4",".292","-2.8","-0.1","93","31.0",".401","145","745"
"2000","Mike Sweeney","Royals","717","9.9 %","9.3 %","1.06",".333",".407",".523",".930",".189","3.1",".331"," ","0.3","131","37.2",".400","129","634"
"2004","Jim Thome","Phillies","618","16.8 %","23.3 %","0.72",".274",".396",".581",".977",".307","2.0",".298","-4.2","-1.0","113","36.6",".400","140","409"
"2011","Jacoby Ellsbury","Red Sox","732","7.1 %","13.4 %","0.53",".321",".376",".552",".928",".230","6.3",".336","1.2","1.2","131","48.6",".400","149","4727"
"2001","Cliff Floyd","Marlins","629","9.4 %","16.1 %","0.58",".317",".390",".578",".968",".261","6.5",".339"," ","2.3","117","38.6",".400","146","518"
"2000","Rafael Palmeiro","Rangers","678","15.2 %","11.4 %","1.34",".288",".397",".558",".954",".269","3.0",".272"," ","0.0","124","34.5",".399","130","1266"
"2005","Morgan Ensberg","Astros","624","13.6 %","19.1 %","0.71",".283",".388",".557",".945",".274","3.5",".301","-0.7","-2.0","113","37.8",".399","144","556"
"2009","Pablo Sandoval","Giants","633","8.2 %","13.1 %","0.63",".330",".387",".556",".943",".226","3.7",".350","0.9","-1.5","113","36.7",".399","146","5409"
"2005","Miguel Cabrera","Marlins","685","9.3 %","18.2 %","0.51",".323",".385",".561",".947",".238","2.8",".358","-1.0","-0.1","123","41.3",".399","147","1744"
"2005","Ken Griffey Jr.","Reds","555","9.7 %","16.8 %","0.58",".301",".369",".576",".946",".275","1.6",".305","-2.1","-0.6","100","33.4",".399","142","327"
"2000","Jim Thome","Indians","684","17.3 %","25.0 %","0.69",".269",".398",".531",".929",".262","2.5",".319"," ","0.3","124","34.5",".399","132","409"
"2005","Lance Berkman","Astros","565","16.1 %","12.7 %","1.26",".293",".411",".524",".934",".231","3.0",".302","-4.8","0.1","102","34.0",".399","144","548"
"2007","Adam Dunn","Reds","632","16.0 %","26.1 %","0.61",".264",".386",".554",".940",".289","4.5",".305","0.7","0.4","114","35.7",".398","135","319"
"2012","Prince Fielder","Tigers","690","12.3 %","12.2 %","1.01",".313",".412",".528",".940",".215","1.7",".321","-5.9","-0.7","125","46.1",".398","153","4613"
"2002","Gary Sheffield","Braves","579","12.4 %","9.2 %","1.36",".307",".404",".512",".916",".205","3.8",".301","2.2","1.5","104","34.6",".398","144","114"
"2004","Aramis Ramirez","Cubs","606","8.1 %","10.2 %","0.79",".318",".373",".578",".951",".260","2.1",".303","-3.4","-1.0","110","34.9",".398","140","1002"
"2000","Luis Gonzalez","Diamondbacks","722","10.8 %","11.8 %","0.92",".311",".392",".544",".935",".233","2.7",".313"," ","-1.3","130","35.7",".397","131","55"
"2010","Matt Holliday","Cardinals","675","10.2 %","13.8 %","0.74",".312",".390",".532",".922",".220","3.3",".331","-0.7","-0.8","119","41.2",".397","149","1873"
"2002","Jeff Kent","Giants","682","7.6 %","14.8 %","0.51",".313",".368",".565",".933",".252","3.8",".324","1.9","0.5","122","40.3",".397","147","1119"
"2001","Juan Gonzalez","Indians","595","6.9 %","15.8 %","0.44",".325",".370",".590",".960",".265","2.8",".329"," ","0.2","109","35.2",".397","145","1251"
"2001","Carlos Delgado","Blue Jays","704","15.8 %","19.3 %","0.82",".279",".408",".540",".948",".261","2.9",".301"," ","0.5","129","41.5",".397","143","1297"
"2007","Ryan Howard","Phillies","648","16.5 %","30.7 %","0.54",".268",".392",".584",".976",".316","1.6",".328","-4.9","-0.3","116","35.8",".397","135","2154"
"2001","Rich Aurilia","Giants","689","6.8 %","12.0 %","0.57",".324",".369",".572",".941",".248","3.4",".326"," ","-1.1","126","40.6",".397","144","1106"
"2003","Jorge Posada","Yankees","588","15.8 %","18.7 %","0.85",".281",".405",".518",".922",".237","1.7",".304","-4.3","-1.4","106","34.0",".397","146","841"
"2003","Lance Berkman","Astros","658","16.3 %","16.4 %","0.99",".288",".412",".515",".927",".227","4.7",".319","1.9","-0.4","119","37.9",".397","139","548"
"2007","Jack Cust","Athletics","507","20.7 %","32.3 %","0.64",".256",".408",".504",".912",".248","1.7",".355","-5.0","-1.4","91","27.9",".397","145","1564"
"2005","Vladimir Guerrero","Angels","594","10.3 %","8.1 %","1.27",".317",".394",".565",".959",".248","5.0",".299","-1.9","2.0","106","34.8",".397","148","778"
"2001","Bret Boone","Mariners","690","5.8 %","15.9 %","0.36",".331",".372",".578",".950",".247","4.0",".346"," ","-1.2","126","40.5",".397","149","1067"
"2007","Vladimir Guerrero","Angels","660","10.8 %","9.4 %","1.15",".324",".403",".547",".950",".223","2.0",".324","-5.3","-1.4","118","36.1",".396","143","778"
"2008","David Wright","Mets","736","12.8 %","16.0 %","0.80",".302",".390",".534",".924",".232","4.6",".321","-4.5","0.3","130","41.3",".396","143","3787"
"2012","Edwin Encarnacion","Blue Jays","644","13.0 %","14.6 %","0.89",".280",".384",".557",".941",".277","3.6",".266","0.3","0.6","115","41.9",".396","152","2151"
"2001","Moises Alou","Astros","581","9.8 %","9.8 %","1.00",".331",".396",".554",".949",".222","3.3",".327"," ","0.5","106","33.8",".396","136","261"
"2000","Jeffrey Hammonds","Rockies","511","8.6 %","16.2 %","0.53",".335",".395",".529",".924",".194","5.2",".370"," ","-0.3","92","24.6",".396","110","687"
"2002","Bernie Williams","Yankees","699","11.9 %","13.9 %","0.86",".333",".415",".493",".908",".160","3.7",".372","0.9","-0.1","124","40.4",".396","146","857"
"2003","Magglio Ordonez","White Sox","674","8.5 %","10.8 %","0.78",".317",".380",".546",".926",".229","4.1",".321","-2.8","-0.5","121","38.4",".396","141","248"
"2009","Adam Lind","Blue Jays","654","8.9 %","16.8 %","0.53",".305",".370",".562",".932",".257","1.8",".323","1.9","-0.6","115","36.3",".396","140","8027"
"2000","Geoff Jenkins","Brewers","564","5.9 %","23.9 %","0.24",".303",".360",".588",".948",".285","6.4",".349"," ","1.8","101","27.1",".396","132","690"
"2010","Jayson Werth","Phillies","652","12.6 %","22.5 %","0.56",".296",".388",".532",".921",".236","4.9",".352","3.1","0.9","114","39.0",".396","146","1327"
"2006","Joe Mauer","Twins","608","13.0 %","8.9 %","1.46",".347",".429",".507",".936",".159","4.3",".364","4.9","0.0","110","33.3",".396","142","1857"
"2001","Rafael Palmeiro","Rangers","714","14.1 %","12.6 %","1.12",".273",".381",".563",".944",".290","1.4",".249"," ","-0.3","130","41.3",".396","139","1266"
"2009","Adam Dunn","Nationals","668","17.4 %","26.5 %","0.66",".267",".398",".529",".928",".262","0.8",".324","-1.7","-0.9","117","36.7",".395","142","319"
"2009","Jason Bay","Red Sox","638","14.7 %","25.4 %","0.58",".267",".384",".537",".921",".269","5.3",".315","0.1","0.9","111","35.1",".395","135","1717"
"2001","Mike Piazza","Mets","573","11.7 %","15.2 %","0.77",".300",".384",".573",".957",".272","1.3",".302"," ","-0.9","104","32.9",".395","143","893"
"2009","Troy Tulowitzki","Rockies","628","11.6 %","17.8 %","0.65",".297",".377",".552",".930",".256","6.6",".316","1.0","-1.1","110","34.4",".395","132","3531"
"2003","Luis Gonzalez","Diamondbacks","679","13.8 %","9.9 %","1.40",".304",".402",".532",".934",".228","3.7",".307","-1.9","-0.4","121","38.2",".395","134","55"
"2011","Matt Holliday","Cardinals","516","11.6 %","18.0 %","0.65",".296",".388",".525",".912",".229","2.7",".330","1.7","-0.5","90","32.2",".395","154","1873"
"2000","Derek Jeter","Yankees","679","10.0 %","14.6 %","0.69",".339",".416",".481",".896",".142","6.2",".386"," ","2.7","121","31.9",".395","133","826"
"2009","Chase Utley","Phillies","687","12.8 %","16.0 %","0.80",".282",".397",".508",".905",".226","6.5",".300","5.0","4.1","120","37.3",".394","141","1679"
"2002","Jeff Bagwell","Astros","691","14.6 %","18.8 %","0.78",".291",".401",".518",".919",".228","3.5",".322","2.4","0.1","122","39.0",".394","138","547"
"2009","J.D. Drew","Red Sox","539","15.2 %","20.2 %","0.75",".279",".392",".522",".914",".243","3.7",".319","2.4","-2.5","94","29.2",".394","135","1152"
"2012","Robinson Cano","Yankees","697","8.8 %","13.8 %","0.64",".313",".379",".550",".929",".238","2.7",".326","-0.7","-1.0","124","44.4",".394","150","3269"
"2007","Derrek Lee","Cubs","650","10.9 %","17.5 %","0.62",".317",".400",".513",".913",".196","3.1",".364","0.1","-1.6","115","34.4",".394","132","525"
"2003","Marcus Giles","Braves","635","9.3 %","12.6 %","0.74",".316",".390",".526",".917",".211","5.1",".337","2.4","1.0","113","35.3",".394","139","89"
"2006","Paul Konerko","White Sox","643","9.3 %","16.2 %","0.58",".313",".381",".551",".932",".239","2.0",".326","-7.8","-0.1","115","34.3",".394","135","242"
"2002","Shawn Green","Dodgers","685","13.6 %","16.4 %","0.83",".285",".385",".558",".944",".273","3.5",".286","0.6","-0.5","121","38.5",".394","147","651"
"2004","Gary Sheffield","Yankees","684","13.5 %","12.1 %","1.11",".290",".393",".534",".927",".244","3.0",".281","2.1","-1.8","122","36.9",".394","141","114"
"2009","Todd Helton","Rockies","645","13.8 %","11.3 %","1.22",".325",".416",".489",".904",".164","2.2",".348","-4.3","-1.0","112","34.7",".394","131","432"
"2003","Jose Guillen","- - -","535","4.5 %","17.8 %","0.25",".311",".359",".569",".928",".258","2.8",".331","1.2","-1.2","95","29.4",".393","138","57"
"2011","Curtis Granderson","Yankees","691","12.3 %","24.5 %","0.50",".262",".364",".552",".916",".290","7.9",".295","5.9","0.4","120","42.1",".393","146","4747"
"2002","Ryan Klesko","Padres","625","12.2 %","13.8 %","0.88",".300",".388",".537",".925",".237","3.5",".310","1.6","0.3","110","34.6",".393","147","1041"
"2005","David Wright","Mets","657","11.0 %","17.2 %","0.64",".306",".388",".523",".912",".217","4.2",".340","4.0","0.2","115","36.4",".393","142","3787"
"2003","Richie Sexson","Brewers","718","13.6 %","21.0 %","0.65",".272",".379",".548",".927",".276","2.3",".289","-2.6","-1.0","127","39.0",".393","138","709"
"2001","Bobby Abreu","Phillies","704","15.1 %","19.5 %","0.77",".289",".393",".543",".936",".253","6.1",".324"," ","1.1","126","39.0",".393","139","945"
"2009","Ryan Howard","Phillies","703","10.7 %","26.5 %","0.40",".279",".360",".571",".931",".292","4.7",".325","-2.5","0.8","121","37.0",".392","139","2154"
"2005","Brian Giles","Padres","674","17.7 %","9.5 %","1.86",".301",".423",".483",".905",".182","5.4",".314","1.8","0.2","118","37.1",".392","147","990"
"2006","Jason Bay","Pirates","689","14.8 %","22.6 %","0.65",".286",".396",".532",".928",".246","4.5",".330","-0.1","1.0","122","35.8",".392","138","1717"
"2007","Pat Burrell","Phillies","598","19.1 %","20.1 %","0.95",".256",".400",".502",".902",".246","1.0",".276","-3.6","-0.6","105","30.7",".392","132","949"
"2006","Derek Jeter","Yankees","715","9.7 %","14.3 %","0.68",".343",".417",".483",".900",".140","6.2",".391","1.4","4.3","127","37.1",".392","138","826"
"2007","Brad Hawpe","Rockies","606","13.4 %","22.6 %","0.59",".291",".387",".539",".926",".248","2.8",".341","0.6","-1.4","106","31.0",".392","127","1885"
"2000","Ken Griffey Jr.","Reds","631","14.9 %","18.5 %","0.80",".271",".387",".556",".942",".285","4.1",".272"," ","-0.6","111","28.2",".392","127","327"
"2008","Nick Markakis","Orioles","697","14.2 %","16.2 %","0.88",".306",".406",".491",".897",".185","3.4",".350","1.8","-1.5","121","36.6",".392","138","5930"
"2005","Adam Dunn","Reds","671","17.0 %","25.0 %","0.68",".247",".387",".540",".927",".293","3.7",".279","1.1","-0.3","117","36.7",".392","137","319"
"2004","Erubiel Durazo","Athletics","578","9.7 %","18.0 %","0.54",".321",".396",".523",".919",".202","2.8",".367","-1.4","-0.4","102","30.2",".392","139","1413"
"2006","Frank Thomas","Athletics","559","14.5 %","14.5 %","1.00",".270",".381",".545",".926",".275","0.9",".247","-6.4","-0.2","99","28.7",".392","139","255"
"2005","Aramis Ramirez","Cubs","506","6.9 %","11.9 %","0.58",".302",".358",".568",".926",".266","1.5",".291","-4.7","-0.6","88","27.5",".392","136","1002"
"2000","Jose Vidro","Expos","663","7.4 %","10.4 %","0.71",".330",".379",".540",".918",".210","3.3",".339"," ","-0.8","116","29.3",".391","129","802"
"2003","Chipper Jones","Braves","656","14.3 %","12.7 %","1.13",".305",".402",".517",".920",".213","2.9",".315","-1.0","-0.6","115","34.9",".391","137","97"
"2004","Hideki Matsui","Yankees","680","12.9 %","15.1 %","0.85",".298",".390",".522",".912",".224","3.6",".314","-0.1","0.4","119","35.1",".391","140","1659"
"2010","Robinson Cano","Yankees","696","8.2 %","11.1 %","0.74",".319",".381",".534",".914",".214","3.2",".326","2.3","-0.8","119","39.0",".391","143","3269"
"2004","Carlos Guillen","Tigers","583","8.9 %","14.9 %","0.60",".318",".379",".542",".921",".224","6.6",".348","3.4","0.1","102","30.0",".391","141","1079"
"2009","Matt Holliday","- - -","670","10.7 %","15.1 %","0.71",".313",".394",".515",".909",".201","4.5",".341","0.4","-0.6","115","34.5",".391","141","1873"
"2006","Carlos Guillen","Tigers","622","11.4 %","14.0 %","0.82",".320",".400",".519",".920",".199","5.7",".351","3.5","-0.2","110","31.6",".391","137","1079"
"2010","Adrian Beltre","Red Sox","641","6.2 %","12.8 %","0.49",".321",".365",".553",".919",".233","2.9",".331","-0.2","-0.4","109","35.8",".391","140","639"
"2000","Travis Fryman","Indians","658","11.1 %","16.9 %","0.66",".321",".392",".516",".908",".195","3.1",".359"," ","-0.2","115","28.7",".391","127","385"
"2011","Carlos Beltran","- - -","598","11.9 %","14.7 %","0.81",".300",".385",".525",".910",".225","4.2",".324","1.1","-0.6","103","35.3",".391","152","589"
"2011","Michael Morse","Nationals","575","6.3 %","21.9 %","0.29",".303",".360",".550",".910",".247","1.8",".344","1.2","-1.3","98","33.7",".390","148","3035"
"2006","Justin Morneau","Twins","661","8.0 %","14.1 %","0.57",".321",".375",".559",".934",".238","2.5",".328","-3.0","-1.0","116","33.0",".390","138","1737"
"2002","Pat Burrell","Phillies","684","13.0 %","22.4 %","0.58",".282",".376",".544",".920",".263","2.6",".318","-2.3","0.2","118","36.1",".390","140","949"
"2010","Ryan Zimmerman","Nationals","603","11.4 %","16.3 %","0.70",".307",".388",".510",".899",".204","2.7",".334","0.2","-0.1","102","33.1",".390","142","4220"
"2000","Jason Kendall","Pirates","678","11.7 %","11.7 %","1.00",".320",".412",".470",".882",".150","5.8",".349"," ","-1.0","118","28.9",".390","127","993"
"2000","Bobby Higginson","Tigers","679","10.9 %","14.6 %","0.75",".300",".377",".538",".915",".238","5.4",".316"," ","1.7","118","28.8",".389","131","469"
"2006","Alex Rodriguez","Yankees","674","13.4 %","20.6 %","0.65",".290",".392",".523",".914",".233","4.6",".326","-0.5","1.0","118","33.3",".389","136","1274"
"2003","Carlos Beltran","Royals","602","12.0 %","13.5 %","0.89",".307",".389",".522",".911",".215","8.2",".318","5.8","6.4","105","30.9",".389","134","589"
"2011","Troy Tulowitzki","Rockies","606","9.7 %","13.0 %","0.75",".302",".372",".544",".916",".242","3.9",".305","-3.2","0.1","103","35.0",".389","134","3531"
"2001","Fred McGriff","- - -","586","11.3 %","18.1 %","0.62",".306",".386",".544",".930",".238","1.8",".332"," ","-0.7","103","30.7",".389","139","293"
"2004","Sean Casey","Reds","633","7.3 %","5.7 %","1.28",".324",".381",".534",".915",".210","3.6",".311","-4.1","0.3","110","31.5",".389","133","314"
"2005","Michael Young","Rangers","732","7.9 %","12.4 %","0.64",".331",".385",".513",".899",".183","4.3",".354","3.7","-0.1","126","38.2",".389","136","1286"
"2003","Larry Walker","Rockies","564","17.4 %","15.4 %","1.13",".284",".422",".476",".898",".192","5.4",".321","2.0","-0.4","98","28.8",".389","121","455"
